tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan
507,10/19/2017 10:21:50,10/19/2017 10:30:17,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,3244,University Pl & E 8 St,40.73143724,-73.99490342,28225,Subscriber,1997,male,
809,5/30/2018 20:44:32,5/30/2018 20:58:02,3375,3 Ave & E 72 St,40.7699426,-73.96060712,455,1 Ave & E 44 St,40.75001986,-73.96905301,14684,Subscriber,2000,male,
106,8/14/2017 19:36:45,8/14/2017 19:38:31,355,Bayard St & Baxter St,40.71602118,-73.99974372,355,Bayard St & Baxter St,40.71602118,-73.99974372,27314,Subscriber,1943,female,
468,8/26/2013 17:10:36,8/26/2013 17:18:24,442,W 27 St & 7 Ave,40.746647,-73.993915,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,14874,Subscriber,1951,male,
344,8/3/2015 19:01:04,8/3/2015 19:06:49,479,9 Ave & W 45 St,40.76019252,-73.9912551,515,W 43 St & 10 Ave,40.76009437,-73.99461843,22401,Subscriber,1951,male,
383,11/3/2015 18:40:40,11/3/2015 18:47:03,147,Greenwich St & Warren St,40.71542197,-74.01121978,224,Spruce St & Nassau St,40.71146364,-74.00552427,19771,Subscriber,1945,male,
927,7/2/2016 14:54:30,7/2/2016 15:09:57,383,Greenwich Ave & Charles St,40.735238,-74.000271,2008,Little West St & 1 Pl,40.70569254,-74.01677685,25869,Subscriber,1950,male,
432,12/21/2017 18:18:00,12/21/2017 18:25:12,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,25035,Subscriber,1998,male,
2261,9/22/2014 17:08:08,9/22/2014 17:45:49,499,Broadway & W 60 St,40.76915505,-73.98191841,375,Mercer St & Bleecker St,40.72679454,-73.99695094,18158,Subscriber,1946,male,
233,9/13/2013 17:26:53,9/13/2013 17:30:46,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,15802,Subscriber,1900,male,
665,9/22/2017 12:38:59,9/22/2017 12:50:05,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,21622,Customer,1996,female,
432,3/25/2016 15:59:48,3/25/2016 16:07:01,484,W 44 St & 5 Ave,40.75500254,-73.98014437,529,W 42 St & 8 Ave,40.7575699,-73.99098507,20958,Subscriber,1950,male,
1774,7/26/2017 18:33:16,7/26/2017 19:02:50,316,Fulton St & William St,40.70955958,-74.00653609,433,E 13 St & Avenue A,40.72955361,-73.98057249,17506,Subscriber,1996,male,
252,10/23/2017 6:51:15,10/23/2017 6:55:28,3152,3 Ave & E 71 St,40.76873687,-73.96119945,3378,E 76 St & Park Ave,40.773763,-73.96222088,31055,Subscriber,1943,male,
843,6/7/2015 12:06:00,6/7/2015 12:20:00,385,E 55 St & 2 Ave,40.75797322,-73.96603308,474,5 Ave & E 29 St,40.7451677,-73.98683077,21177,Subscriber,1997,female,
5861,9/14/2017 15:51:00,9/14/2017 17:28:42,3314,W 95 St & Broadway,40.7937704,-73.971888,3163,Central Park West & W 68 St,40.7734066,-73.97782542,30926,Subscriber,1996,male,
1999,7/6/2017 16:24:42,7/6/2017 16:58:01,476,E 31 St & 3 Ave,40.74394314,-73.97966069,406,Hicks St & Montague St,40.69512845,-73.99595065,28017,Subscriber,1923,male,
294,5/20/2015 8:36:39,5/20/2015 8:41:33,238,Bank St & Washington St,40.7361967,-74.00859207,404,9 Ave & W 14 St,40.7405826,-74.00550867,17387,Subscriber,1950,male,
1290,4/4/2017 13:51:32,4/4/2017 14:13:03,524,W 43 St & 6 Ave,40.75527307,-73.98316936,3156,E 72 St & York Ave,40.76663814,-73.95348296,17966,Subscriber,1949,male,
156,2/22/2016 16:30:00,2/22/2016 16:32:36,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,127,Barrow St & Hudson St,40.73172428,-74.00674436,23237,Subscriber,1944,male,
316,8/16/2013 14:26:54,8/16/2013 14:32:10,312,Allen St & E Houston St,40.722055,-73.989111,361,Allen St & Hester St,40.71605866,-73.99190759,16042,Subscriber,1946,male,
165,10/11/2013 19:34:00,10/11/2013 19:36:45,146,Hudson St & Reade St,40.71625008,-74.0091059,147,Greenwich St & Warren St,40.71542197,-74.01121978,17096,Subscriber,1947,male,
230,5/3/2018 11:29:35,5/3/2018 11:33:26,406,Hicks St & Montague St,40.69512845,-73.99595065,3242,Schermerhorn St & Court St,40.69102926,-73.99183363,14928,Subscriber,1923,male,
773,5/7/2017 15:38:19,5/7/2017 15:51:12,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17950,Subscriber,2001,male,
826,6/8/2017 7:59:05,6/8/2017 8:12:52,523,W 38 St & 8 Ave,40.75466591,-73.99138152,297,E 15 St & 3 Ave,40.734232,-73.986923,17685,Subscriber,1997,female,
540,7/19/2017 0:03:51,7/19/2017 0:12:51,483,E 12 St & 3 Ave,40.73223272,-73.98889957,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,29360,Subscriber,1996,male,
1727,7/26/2017 9:32:11,7/26/2017 10:00:58,523,W 38 St & 8 Ave,40.75466591,-73.99138152,195,Liberty St & Broadway,40.70905623,-74.01043382,17633,Subscriber,1949,female,
538,5/27/2016 18:27:44,5/27/2016 18:36:43,453,W 22 St & 8 Ave,40.74475148,-73.99915362,461,E 20 St & 2 Ave,40.73587678,-73.98205027,20271,Subscriber,1998,female,
229,10/4/2015 10:08:20,10/4/2015 10:12:10,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,352,W 56 St & 6 Ave,40.76340613,-73.97722479,22863,Subscriber,1996,unknown,
179,8/24/2017 18:20:51,8/24/2017 18:23:51,3342,Pioneer St & Richards St,40.6777748,-74.0094613,3348,Coffey St & Conover St,40.677236,-74.015665,19822,Subscriber,1949,male,
494,8/19/2016 15:50:02,8/19/2016 15:58:17,3139,E 72 St & Park Ave,40.77118288,-73.96409422,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,15962,Subscriber,1952,male,
697,11/6/2013 15:14:04,11/6/2013 15:25:41,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,519,Pershing Square N,40.75188406,-73.97770164,16616,Subscriber,1948,male,
1765,8/2/2017 9:16:30,8/2/2017 9:45:56,3427,Lafayette St & Jersey St,40.72430527,-73.99600983,3115,India St & Manhattan Ave,40.73232194,-73.9550858,16964,Subscriber,1998,male,
291,1/15/2018 11:23:47,1/15/2018 11:28:39,469,Broadway & W 53 St,40.76344058,-73.98268129,72,W 52 St & 11 Ave,40.76727216,-73.99392888,30438,Subscriber,1996,female,
638,6/3/2017 19:39:53,6/3/2017 19:50:31,433,E 13 St & Avenue A,40.72955361,-73.98057249,345,W 13 St & 6 Ave,40.73649403,-73.99704374,17429,Subscriber,1998,female,
458,4/28/2014 14:00:57,4/28/2014 14:08:35,2004,6 Ave & Broome St,40.724399,-74.004704,386,Centre St & Worth St,40.71494807,-74.00234482,21052,Subscriber,1952,male,
564,8/29/2017 8:47:14,8/29/2017 8:56:38,387,Centre St & Chambers St,40.71273266,-74.0046073,401,Allen St & Rivington St,40.72019576,-73.98997825,28580,Subscriber,1997,male,
151,1/13/2016 13:51:14,1/13/2016 13:53:45,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3143,5 Ave & E 78 St,40.77682863,-73.96388769,17956,Subscriber,1950,female,
414,5/17/2017 8:55:38,5/17/2017 9:02:32,3263,Cooper Square & E 7 St,40.7292365,-73.99086803,345,W 13 St & 6 Ave,40.73649403,-73.99704374,18478,Subscriber,1945,male,
177,9/22/2016 7:16:37,9/22/2016 7:19:34,228,E 48 St & 3 Ave,40.7546011,-73.97187886,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,16976,Subscriber,1949,male,
695,9/24/2013 19:02:04,9/24/2013 19:13:39,523,W 38 St & 8 Ave,40.75466591,-73.99138152,478,11 Ave & W 41 St,40.76030096,-73.99884222,16761,Subscriber,1952,male,
697,5/16/2017 18:52:18,5/16/2017 19:03:56,3255,8 Ave & W 31 St,40.75058535,-73.99468482,346,Bank St & Hudson St,40.73652889,-74.00618026,25637,Subscriber,1937,female,
418,7/20/2017 17:21:42,7/20/2017 17:28:40,317,E 6 St & Avenue B,40.72453734,-73.98185424,483,E 12 St & 3 Ave,40.73223272,-73.98889957,17538,Subscriber,1997,male,
1474,6/23/2014 8:42:18,6/23/2014 9:06:52,477,W 41 St & 8 Ave,40.75640548,-73.9900262,439,E 4 St & 2 Ave,40.7262807,-73.98978041,18309,Subscriber,1942,male,
529,8/24/2016 12:30:32,8/24/2016 12:39:22,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,25803,Subscriber,1946,female,
340,7/3/2017 6:02:57,7/3/2017 6:08:37,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,243,Fulton St & Rockwell Pl,40.688226,-73.979382,27830,Subscriber,1996,unknown,
415,4/19/2017 18:08:15,4/19/2017 18:15:11,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,423,W 54 St & 9 Ave,40.76584941,-73.98690506,25234,Subscriber,1951,male,
232,9/22/2016 22:10:45,9/22/2016 22:14:38,3079,Leonard St & Grand St,40.71103537,-73.94714303,3080,S 4 St & Rodney St,40.70934,-73.95608,24017,Subscriber,1996,female,
2227,6/3/2014 13:53:01,6/3/2014 14:30:08,312,Allen St & E Houston St,40.722055,-73.989111,512,W 29 St & 9 Ave,40.7500727,-73.99839279,15455,Subscriber,1949,male,
690,6/11/2014 16:00:13,6/11/2014 16:11:43,146,Hudson St & Reade St,40.71625008,-74.0091059,263,Elizabeth St & Hester St,40.71729,-73.996375,17715,Subscriber,1947,male,
553,1/27/2018 16:55:56,1/27/2018 17:05:10,523,W 38 St & 8 Ave,40.75466591,-73.99138152,485,W 37 St & 5 Ave,40.75038009,-73.98338988,19421,Subscriber,1996,male,
137,7/8/2014 21:23:29,7/8/2014 21:25:46,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,20812,Subscriber,1996,male,
466,9/1/2015 12:24:25,9/1/2015 12:32:12,386,Centre St & Worth St,40.71494807,-74.00234482,348,W Broadway & Spring St,40.72490985,-74.00154702,22604,Subscriber,1952,male,
545,7/11/2016 16:36:01,7/11/2016 16:45:06,3158,W 63 St & Broadway,40.77163851,-73.98261428,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,25323,Subscriber,1952,male,
887,7/1/2017 12:59:15,7/1/2017 13:14:03,3176,W 64 St & West End Ave,40.77452835,-73.98753759,449,W 52 St & 9 Ave,40.76461837,-73.98789473,28519,Subscriber,1942,male,
1631,10/13/2017 7:44:20,10/13/2017 8:11:32,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,434,9 Ave & W 18 St,40.74317449,-74.00366443,27763,Subscriber,1999,male,
309,8/18/2014 8:15:45,8/18/2014 8:20:54,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,485,W 37 St & 5 Ave,40.75038009,-73.98338988,17567,Subscriber,1952,male,
202,9/20/2013 17:27:35,9/20/2013 17:30:57,435,W 21 St & 6 Ave,40.74173969,-73.99415556,453,W 22 St & 8 Ave,40.74475148,-73.99915362,17131,Subscriber,1941,male,
1150,3/30/2018 5:54:16,3/30/2018 6:13:27,3329,Degraw St & Smith St,40.6829151,-73.99318208,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,25438,Subscriber,1952,male,
1065,5/23/2017 18:54:46,5/23/2017 19:12:32,480,W 53 St & 10 Ave,40.76669671,-73.99061728,442,W 27 St & 7 Ave,40.746647,-73.993915,25798,Subscriber,1998,male,
1038,6/17/2017 15:51:46,6/17/2017 16:09:04,173,Broadway & W 49 St,40.76068327,-73.98452729,444,Broadway & W 24 St,40.7423543,-73.98915076,16147,Subscriber,1950,male,
269,3/10/2016 17:39:04,3/10/2016 17:43:34,3165,Central Park West & W 72 St,40.77579377,-73.97620574,3137,5 Ave & E 73 St,40.77282817,-73.96685276,17746,Subscriber,1945,male,
394,10/17/2015 16:40:55,10/17/2015 16:47:30,546,E 30 St & Park Ave S,40.74444921,-73.98303529,455,1 Ave & E 44 St,40.75001986,-73.96905301,19138,Subscriber,1950,male,
503,7/9/2017 13:25:30,7/9/2017 13:33:53,485,W 37 St & 5 Ave,40.75038009,-73.98338988,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,15181,Subscriber,1949,male,
1052,7/13/2017 9:59:57,7/13/2017 10:17:29,401,Allen St & Rivington St,40.72019576,-73.98997825,2012,E 27 St & 1 Ave,40.739445,-73.976806,25681,Customer,1998,male,
610,7/28/2016 13:51:57,7/28/2016 14:02:07,392,Jay St & Tech Pl,40.695065,-73.987167,217,Old Fulton St,40.70277159,-73.99383605,15786,Subscriber,1948,male,
1235,6/9/2017 9:39:16,6/9/2017 9:59:51,253,W 13 St & 5 Ave,40.73543934,-73.99453948,428,E 3 St & 1 Ave,40.72467721,-73.98783413,21287,Subscriber,1948,male,
1761,11/8/2013 9:03:35,11/8/2013 9:32:56,519,Pershing Square N,40.75188406,-73.97770164,386,Centre St & Worth St,40.71494807,-74.00234482,15040,Subscriber,1951,male,
178,6/6/2017 17:04:58,6/6/2017 17:07:56,450,W 49 St & 8 Ave,40.76227205,-73.98788205,495,W 47 St & 10 Ave,40.76269882,-73.99301222,17891,Subscriber,1999,male,
356,5/27/2017 13:41:30,5/27/2017 13:47:26,465,Broadway & W 41 St,40.75513557,-73.98658032,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,21443,Subscriber,2000,female,
568,3/13/2016 8:23:14,3/13/2016 8:32:43,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,345,W 13 St & 6 Ave,40.73649403,-73.99704374,22300,Subscriber,1952,female,
651,3/27/2018 19:45:52,3/27/2018 19:56:44,268,Howard St & Centre St,40.71910537,-73.99973337,2009,Catherine St & Monroe St,40.71117444,-73.99682619,27765,Subscriber,1949,male,
874,3/28/2016 21:20:11,3/28/2016 21:34:45,516,E 47 St & 1 Ave,40.75206862,-73.96784384,475,E 16 St & Irving Pl,40.73524276,-73.98758561,19445,Subscriber,1996,male,
613,6/28/2015 19:15:00,6/28/2015 19:25:00,254,W 11 St & 6 Ave,40.73532427,-73.99800419,404,9 Ave & W 14 St,40.7405826,-74.00550867,21325,Subscriber,1950,male,
660,2/27/2018 14:18:58,2/27/2018 14:29:58,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,479,9 Ave & W 45 St,40.76019252,-73.9912551,30878,Subscriber,1947,male,
512,1/17/2018 19:55:58,1/17/2018 20:04:30,528,2 Ave & E 31 St,40.74290902,-73.97706058,487,E 20 St & FDR Drive,40.73314259,-73.97573881,32907,Subscriber,1996,male,
140,8/21/2017 17:09:34,8/21/2017 17:11:54,504,1 Ave & E 16 St,40.73221853,-73.98165557,433,E 13 St & Avenue A,40.72955361,-73.98057249,25148,Subscriber,1997,female,
1175,3/9/2016 17:07:36,3/9/2016 17:27:12,2022,E 60 St & York Ave,40.759107,-73.959223,488,W 39 St & 9 Ave,40.75645824,-73.99372222,20186,Subscriber,1947,male,
400,3/22/2018 14:13:43,3/22/2018 14:20:24,490,8 Ave & W 33 St,40.751551,-73.993934,472,E 32 St & Park Ave,40.7457121,-73.98194829,26414,Subscriber,1951,male,
1402,3/19/2018 12:06:55,3/19/2018 12:30:17,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,2012,E 27 St & 1 Ave,40.739445,-73.976806,33312,Subscriber,1942,male,
763,5/17/2017 11:53:26,5/17/2017 12:06:09,331,Pike St & Monroe St,40.71173107,-73.99193043,3263,Cooper Square & E 7 St,40.7292365,-73.99086803,25694,Subscriber,1998,female,
697,3/20/2016 16:12:05,3/20/2016 16:23:43,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,153,E 40 St & 5 Ave,40.75206231,-73.9816324,21574,Subscriber,1950,female,
1176,5/14/2015 21:54:05,5/14/2015 22:13:42,499,Broadway & W 60 St,40.76915505,-73.98191841,526,E 33 St & 5 Ave,40.74765947,-73.98490707,20361,Subscriber,1946,male,
302,9/20/2017 11:37:06,9/20/2017 11:42:09,309,Murray St & West St,40.7149787,-74.013012,3002,South End Ave & Liberty St,40.711512,-74.015756,30149,Subscriber,1939,male,
415,8/16/2017 15:26:21,8/16/2017 15:33:17,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,359,E 47 St & Park Ave,40.75510267,-73.97498696,17651,Subscriber,1951,male,
246,9/17/2015 9:16:39,9/17/2015 9:20:45,285,Broadway & E 14 St,40.73454567,-73.99074142,294,Washington Square E,40.73049393,-73.9957214,19994,Subscriber,1996,male,
181,6/1/2016 15:30:35,6/1/2016 15:33:37,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3163,Central Park West & W 68 St,40.7734066,-73.97782542,16682,Subscriber,1996,male,
763,4/19/2018 17:05:06,4/19/2018 17:17:49,432,E 7 St & Avenue A,40.72621788,-73.98379855,340,Madison St & Clinton St,40.71269042,-73.98776323,31898,Subscriber,1996,male,
746,7/18/2014 14:41:17,7/18/2014 14:53:43,483,E 12 St & 3 Ave,40.73223272,-73.98889957,482,W 15 St & 7 Ave,40.73935542,-73.99931783,19505,Subscriber,1949,female,
296,10/13/2014 6:05:38,10/13/2014 6:10:34,502,Henry St & Grand St,40.714215,-73.981346,311,Norfolk St & Broome St,40.7172274,-73.98802084,16744,Subscriber,1950,female,
1056,5/16/2018 18:00:52,5/16/2018 18:18:29,358,Christopher St & Greenwich St,40.73291553,-74.00711384,445,E 10 St & Avenue A,40.72740794,-73.98142006,30466,Customer,1997,female,
280,5/11/2016 10:46:30,5/11/2016 10:51:11,426,West St & Chambers St,40.71754834,-74.01322069,387,Centre St & Chambers St,40.71273266,-74.0046073,17930,Subscriber,1996,female,
1038,4/5/2016 15:11:31,4/5/2016 15:28:50,260,Broad St & Bridge St,40.70365182,-74.01167797,412,Forsyth St & Canal St,40.7158155,-73.99422366,15441,Subscriber,1998,female,
759,5/16/2018 22:03:38,5/16/2018 22:16:17,531,Forsyth St & Broome St,40.71893904,-73.99266288,415,Pearl St & Hanover Square,40.7047177,-74.00926027,28406,Subscriber,1996,male,
219,5/7/2018 16:04:45,5/7/2018 16:08:24,355,Bayard St & Baxter St,40.71602118,-73.99974372,3435,Grand St & Elizabeth St,40.718822,-73.99596,25611,Subscriber,1997,male,
1168,8/19/2016 14:58:34,8/19/2016 15:18:02,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,26003,Subscriber,1945,male,
608,8/12/2016 20:32:08,8/12/2016 20:42:17,490,8 Ave & W 33 St,40.751551,-73.993934,527,E 33 St & 2 Ave,40.744023,-73.976056,17105,Subscriber,1951,female,
193,10/30/2017 15:19:38,10/30/2017 15:22:52,3242,Schermerhorn St & Court St,40.69102926,-73.99183363,3298,Warren St & Court St,40.686371,-73.99383324,19390,Subscriber,1996,female,
541,3/4/2014 8:48:44,3/4/2014 8:57:45,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,433,E 13 St & Avenue A,40.72955361,-73.98057249,17457,Subscriber,1952,male,
218,2/28/2018 13:51:14,2/28/2018 13:54:53,127,Barrow St & Hudson St,40.73172428,-74.00674436,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,31651,Subscriber,1997,male,
272,4/11/2015 19:18:50,4/11/2015 19:23:23,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,147,Greenwich St & Warren St,40.71542197,-74.01121978,17692,Subscriber,1952,male,
602,4/7/2014 13:56:40,4/7/2014 14:06:42,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,433,E 13 St & Avenue A,40.72955361,-73.98057249,15188,Subscriber,1952,male,
1136,8/28/2016 15:00:22,8/28/2016 15:19:19,304,Broadway & Battery Pl,40.70463334,-74.01361706,3002,South End Ave & Liberty St,40.711512,-74.015756,22046,Subscriber,1944,male,
659,12/15/2014 18:47:42,12/15/2014 18:58:41,423,W 54 St & 9 Ave,40.76584941,-73.98690506,359,E 47 St & Park Ave,40.75510267,-73.97498696,18862,Subscriber,1952,male,
387,1/18/2018 14:10:03,1/18/2018 14:16:31,3161,W 76 St & Columbus Ave,40.78018397,-73.97728533,3226,W 82 St & Central Park West,40.78275,-73.97137,15556,Subscriber,1950,male,
381,5/6/2017 21:17:52,5/6/2017 21:24:13,3368,5 Ave & 3 St,40.6728155,-73.98352355,3354,3 St & Prospect Park West,40.668132,-73.97363831,27790,Subscriber,2000,male,
186,9/5/2017 17:40:58,9/5/2017 17:44:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,445,E 10 St & Avenue A,40.72740794,-73.98142006,25485,Subscriber,1997,male,
62,9/18/2017 21:18:48,9/18/2017 21:19:51,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,30082,Subscriber,1996,female,
399,12/22/2017 9:07:00,12/22/2017 9:13:40,3142,1 Ave & E 62 St,40.7612274,-73.96094022,164,E 47 St & 2 Ave,40.75323098,-73.97032517,27280,Subscriber,1952,male,
559,11/27/2017 18:05:17,11/27/2017 18:14:37,3576,Park Pl & Vanderbilt Ave,40.6767,-73.969024,3306,10 St & 7 Ave,40.6662078,-73.98199886,15597,Subscriber,2001,male,
562,5/28/2016 7:25:20,5/28/2016 7:34:42,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,263,Elizabeth St & Hester St,40.71729,-73.996375,25095,Subscriber,1946,male,
496,9/9/2016 16:11:00,9/9/2016 16:19:16,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,390,Duffield St & Willoughby St,40.69221589,-73.9842844,18507,Subscriber,1997,male,
698,5/8/2017 21:41:54,5/8/2017 21:53:32,525,W 34 St & 11 Ave,40.75594159,-74.0021163,505,6 Ave & W 33 St,40.74901271,-73.98848395,18668,Subscriber,1999,male,
248,10/17/2013 9:53:25,10/17/2013 9:57:33,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,311,Norfolk St & Broome St,40.7172274,-73.98802084,18542,Subscriber,1948,male,
246,6/9/2017 20:56:08,6/9/2017 21:00:15,3381,3 St & Hoyt St,40.6777287,-73.99364123,3398,Smith St & 9 St,40.6746957,-73.99785768,19760,Subscriber,1945,male,
643,3/29/2018 11:44:34,3/29/2018 11:55:17,445,E 10 St & Avenue A,40.72740794,-73.98142006,253,W 13 St & 5 Ave,40.73543934,-73.99453948,31382,Subscriber,1996,male,
241,9/28/2017 19:59:02,9/28/2017 20:03:03,483,E 12 St & 3 Ave,40.73223272,-73.98889957,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,25158,Subscriber,1998,male,
273,8/31/2017 9:54:33,8/31/2017 9:59:07,435,W 21 St & 6 Ave,40.74173969,-73.99415556,505,6 Ave & W 33 St,40.74901271,-73.98848395,26383,Subscriber,1947,male,
657,8/8/2016 9:16:33,8/8/2016 9:27:31,347,Greenwich St & W Houston St,40.728846,-74.008591,442,W 27 St & 7 Ave,40.746647,-73.993915,25223,Subscriber,1952,male,
752,8/6/2014 13:34:54,8/6/2014 13:47:26,334,W 20 St & 7 Ave,40.74238787,-73.99726235,347,W Houston St & Hudson St,40.72873888,-74.00748842,14996,Subscriber,1997,male,
1312,9/26/2016 14:29:51,9/26/2016 14:51:44,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,470,W 20 St & 8 Ave,40.74345335,-74.00004031,18736,Subscriber,1998,male,
677,11/20/2015 17:25:02,11/20/2015 17:36:20,511,E 14 St & Avenue B,40.72938685,-73.97772429,509,9 Ave & W 22 St,40.7454973,-74.00197139,23259,Subscriber,1900,male,
331,6/23/2016 20:12:38,6/23/2016 20:18:10,479,9 Ave & W 45 St,40.76019252,-73.9912551,493,W 45 St & 6 Ave,40.7568001,-73.98291153,18549,Subscriber,1951,male,
348,1/15/2016 17:30:22,1/15/2016 17:36:10,503,E 20 St & Park Ave,40.73827428,-73.98751968,174,E 25 St & 1 Ave,40.7381765,-73.97738662,23721,Subscriber,1999,male,
481,10/22/2015 21:15:25,10/22/2015 21:23:27,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,2004,6 Ave & Broome St,40.724399,-74.004704,19187,Subscriber,1946,male,
1363,10/6/2015 12:27:44,10/6/2015 12:50:28,474,5 Ave & E 29 St,40.7451677,-73.98683077,334,W 20 St & 7 Ave,40.74238787,-73.99726235,23358,Subscriber,1948,male,
688,7/12/2017 16:25:51,7/12/2017 16:37:19,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,20261,Subscriber,1952,male,
1871,5/2/2018 9:28:47,5/2/2018 9:59:58,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,308,St James Pl & Oliver St,40.71307916,-73.99851193,31652,Subscriber,1951,male,
836,10/5/2017 23:14:12,10/5/2017 23:28:09,403,E 2 St & 2 Ave,40.72502876,-73.99069656,442,W 27 St & 7 Ave,40.746647,-73.993915,19907,Subscriber,1996,male,
256,4/8/2016 8:12:29,4/8/2016 8:16:45,342,Columbia St & Rivington St,40.71739973,-73.98016555,311,Norfolk St & Broome St,40.7172274,-73.98802084,21013,Subscriber,1998,male,
1414,9/23/2017 12:10:29,9/23/2017 12:34:04,498,Broadway & W 32 St,40.74854862,-73.98808416,72,W 52 St & 11 Ave,40.76727216,-73.99392888,17204,Subscriber,1948,male,
617,3/31/2018 9:35:44,3/31/2018 9:46:01,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,3663,Sterling Pl & 7 Ave,40.67716489,-73.97382796,30899,Subscriber,1996,female,
780,1/27/2018 13:28:18,1/27/2018 13:41:19,502,Henry St & Grand St,40.714215,-73.981346,301,E 2 St & Avenue B,40.72217444,-73.98368779,33275,Subscriber,1948,male,
2706,5/24/2017 11:56:01,5/24/2017 12:41:08,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,29367,Subscriber,1999,male,
251,6/16/2016 13:06:42,6/16/2016 13:10:54,229,Great Jones St,40.72743423,-73.99379025,483,E 12 St & 3 Ave,40.73223272,-73.98889957,20511,Subscriber,1996,male,
433,11/17/2017 9:15:39,11/17/2017 9:22:53,376,John St & William St,40.70862144,-74.00722156,146,Hudson St & Reade St,40.71625008,-74.0091059,31306,Subscriber,1948,male,
2102,10/10/2015 15:40:39,10/10/2015 16:15:42,3150,E 85 St & York Ave,40.77536905,-73.94803392,3150,E 85 St & York Ave,40.77536905,-73.94803392,17758,Subscriber,1949,male,
619,1/13/2018 21:28:19,1/13/2018 21:38:39,3398,Smith St & 9 St,40.6746957,-73.99785768,3333,Columbia St & Lorraine St,40.6747055,-74.0075572,27183,Subscriber,1996,male,
796,5/31/2017 16:17:50,5/31/2017 16:31:06,357,E 11 St & Broadway,40.73261787,-73.99158043,276,Duane St & Greenwich St,40.71748752,-74.0104554,19418,Subscriber,1951,male,
616,4/28/2017 21:02:15,4/28/2017 21:12:31,268,Howard St & Centre St,40.71910537,-73.99973337,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,28490,Subscriber,1942,male,
1143,9/4/2016 19:01:38,9/4/2016 19:20:41,501,FDR Drive & E 35 St,40.744219,-73.97121214,445,E 10 St & Avenue A,40.72740794,-73.98142006,19086,Subscriber,1945,male,
