station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
3899,Manhattan Av & Leonard St,5442.09,40.72084,-73.94844,71,"KEY,CREDITCARD",18,FALSE,6,0,12,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3057,Kosciuszko St & Tompkins Ave,4553.04,40.69128258,-73.9452416,71,"KEY,CREDITCARD",18,FALSE,5,0,13,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3220,5 Corners Library,JC018,40.73496102,-74.05950308,70,"KEY,CREDITCARD",18,FALSE,5,0,13,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3193,Lincoln Park,JC053,40.7246051,-74.07840595,70,"KEY,CREDITCARD",18,FALSE,4,0,14,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3412,Pacific St & Nevins St,4362.04,40.6853761,-73.98302136,71,"KEY,CREDITCARD",18,FALSE,4,0,14,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3678,Fairmount Ave,JC093,40.72572614,-74.07195926,70,"KEY,CREDITCARD",18,FALSE,4,0,14,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3826,Moffat St & Bushwick,4357.01,40.68458,-73.90925,71,"KEY,CREDITCARD",18,FALSE,3,0,15,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3638,Washington St,JC098,40.7242941,-74.0354826,70,"KEY,CREDITCARD",18,FALSE,1,0,17,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3640,Journal Square,JC103,40.73367,-74.0625,70,"KEY,CREDITCARD",18,FALSE,0,0,18,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3071,Boerum St & Broadway,5004.02,40.70538077,-73.94976519,71,"KEY,CREDITCARD",19,FALSE,19,0,0,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3392,Commerce St & Van Brunt St,4243.01,40.6812117,-74.00860912,71,"KEY,CREDITCARD",19,FALSE,19,0,0,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3565,36 Ave & 10 St,6737.03,40.7614376,-73.9411265,71,"KEY,CREDITCARD",19,FALSE,18,1,0,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3575,Crescent St & 34 Ave,6759.15,40.76108,-73.930562,71,"KEY,CREDITCARD",19,FALSE,19,0,0,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3592,Crescent St & Broadway,6827.11,40.7633589,-73.9286471,71,"KEY,CREDITCARD",19,FALSE,19,0,0,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3596,Sullivan Pl & Bedford Ave,3736.04,40.6642406,-73.9574686,71,"KEY,CREDITCARD",19,FALSE,19,0,0,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3607,31 Ave & 14 St,6966.04,40.7682,-73.9322662,71,"KEY,CREDITCARD",19,FALSE,19,0,0,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3661,Montgomery St & Franklin Ave,3776.05,40.66643931,-73.96055639,71,"KEY,CREDITCARD",19,FALSE,19,0,0,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
373,Willoughby Ave & Walworth St,4634.02,40.69331716,-73.95381995,71,"KEY,CREDITCARD",19,FALSE,18,0,1,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3241,Monroe St & Tompkins Ave,4434.06,40.686203,-73.944694,71,"KEY,CREDITCARD",19,FALSE,18,0,1,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3811,27 Ave & 3 St,7132.08,40.77485,-73.9342,71,"KEY,CREDITCARD",19,FALSE,18,0,1,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
341,Stanton St & Mangin St,5326.06,40.71782143,-73.97628939,71,"KEY,CREDITCARD",19,FALSE,17,0,2,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3059,Pulaski St & Marcus Garvey Blvd,4656.03,40.6933982,-73.939877,71,"KEY,CREDITCARD",19,FALSE,17,0,2,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3344,Pioneer St & Van Brunt St,4169.04,40.679043,-74.011169,71,"KEY,CREDITCARD",19,FALSE,17,0,2,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3393,Richards St & Delavan St,4202.04,40.6794327,-74.00785041,71,"KEY,CREDITCARD",19,FALSE,16,1,2,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3589,Broadway & 12 St,6901.01,40.7668,-73.9347774,71,"KEY,CREDITCARD",19,FALSE,16,0,3,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3590,Carroll St & Franklin Ave,3847.04,40.6679411,-73.9588,71,"KEY,CREDITCARD",19,FALSE,16,0,3,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3601,Sterling St & Bedford Ave,3665.06,40.6627059,-73.9569115,71,"KEY,CREDITCARD",19,FALSE,16,0,3,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3913,Sands St Gate,4812.04,40.699569,-73.979827,71,"KEY,CREDITCARD",19,FALSE,16,0,3,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3348,Coffey St & Conover St,4137.10,40.677236,-74.015665,71,"KEY,CREDITCARD",19,FALSE,15,0,4,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3795,10 St & 2 Ave,3922.02,40.671907,-73.993612,71,"KEY,CREDITCARD",19,FALSE,15,0,4,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3820,Willoughby Ave & Myrtle Ave,4759.02,40.69757,-73.93098,71,"KEY,CREDITCARD",19,FALSE,15,0,4,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
275,Washington Ave & Greene Ave,4419.03,40.68650065,-73.96563307,71,"KEY,CREDITCARD",19,FALSE,13,1,5,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3042,Fulton St & Utica Ave,4228.02,40.6794268,-73.9298911,71,"KEY,CREDITCARD",19,FALSE,13,1,5,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3066,Tompkins Ave & Hopkins St,4850.04,40.69957608,-73.94708417,71,"KEY,CREDITCARD",19,FALSE,14,0,5,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3564,21 St & 36 Ave,6729.02,40.7601853,-73.9362726,71,"KEY,CREDITCARD",19,FALSE,13,0,6,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3868,Knickerbocker Ave & Halsey St,4623.02,40.693,-73.90824,71,"KEY,CREDITCARD",19,FALSE,13,0,6,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3878,Cypress Ave & George St,4765.07,40.69812,-73.90271,71,"KEY,CREDITCARD",19,FALSE,13,0,6,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3060,Willoughby Ave & Tompkins Ave,4665.02,40.69425403,-73.94626915,71,"KEY,CREDITCARD",19,FALSE,12,0,7,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
